"Sortera i bokstavsordning genom att högerklicka på en kolumn och sedan klicka på ""Sortera arbetsblad A -> Z""",,,,,,,,,,,,
Title,Composer,Lyricist,Arranger,Ensemble,Language,Licenceholder,PLAY Producer,Scorx product ID,PÅSKMUSIK,JULMUSIK,Link to product in ScorX e-shop,Link to webshop to purchase printed score
Missa De Beata Virgine - 6. Agnus Dei,Giovanni Pierluigi da Palestrina,,,SATB,,Gehrmans,Körakademin,2040,,,https://scorx.org/Product/Product?Id=4134,
Missa Nova Sofiae - 1. Kyrie,Nina Åkerblom Nielsen,,,"SATB, Solo",Latin,Gehrmans,Körakademin,1999,,,https://scorx.org/Product/Product?Id=3977,
Missa Nova Sofiae - 2. Gloria,Nina Åkerblom Nielsen,,,SATB,Latin,Gehrmans,Körakademin,2000,,,https://scorx.org/Product/Product?Id=3978,
Missa Nova Sofiae - 3. Credo,Nina Åkerblom Nielsen,,,SATB,Latin,Gehrmans,Körakademin,2001,,,https://scorx.org/Product/Product?Id=3979,
Missa Nova Sofiae - 4. Sanctus,Nina Åkerblom Nielsen,,,SATB,Latin,Gehrmans,Körakademin,2002,,,https://scorx.org/Product/Product?Id=3980,
Missa Nova Sofiae - 5. Benedictus,Nina Åkerblom Nielsen,,,SATB,Latin,Gehrmans,Körakademin,2003,,,https://scorx.org/Product/Product?Id=3981,
Missa Nova Sofiae - 6. Agnus Dei,Nina Åkerblom Nielsen,,,"SATB, Solo",Latin,Gehrmans,Körakademin,2004,,,https://scorx.org/Product/Product?Id=3982,
Mitt i vinternatten,Nadja Eriksson,Nils Holmqvist,,SATB,Swedish,Gehrmans,Körakademin,1379,,JA,https://scorx.org/Product/Product?Id=2848,
Molnen har klarnat,Johannes Johansson,Bengt Pohjanen,,SATB,Swedish,Gehrmans,Körakademin,109,,,https://scorx.org/Product/Product?Id=468,http://www.gehrmans.se/butik/kor/molnen-har-klarnat
Morning Prayer,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Körakademin,1995,,,https://scorx.org/Product/Product?Id=3954,
Mozart Requiem - 1. Introitus,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,110,,,https://scorx.org/Product/Product?Id=469,
Mozart Requiem - 2. Kyrie,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,111,,,https://scorx.org/Product/Product?Id=470,
Mozart Requiem - 3.1 Dies irae,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,112,,,https://scorx.org/Product/Product?Id=471,
Mozart Requiem - 3.3 Rex tremendae,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,113,,,https://scorx.org/Product/Product?Id=472,
Mozart Requiem - 3.5 Confutatis,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,114,,,https://scorx.org/Product/Product?Id=473,
Mozart Requiem - 3.6 Lacrimosa,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,115,,,https://scorx.org/Product/Product?Id=474,
"Mozart Requiem - 4.1 Domine Jesu, Quam olim 1",Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,116,,,https://scorx.org/Product/Product?Id=475,
"Mozart Requiem - 4.2 Hostias, Quam olim 2",Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,117,,,https://scorx.org/Product/Product?Id=476,
Mozart Requiem - 5. Sanctus (Hosanna),Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,118,,,https://scorx.org/Product/Product?Id=477,
Mozart Requiem - 6. Benedictus (Hosanna),Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,119,,,https://scorx.org/Product/Product?Id=478,
Mozart Requiem - 7. Agnus dei,Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,120,,,https://scorx.org/Product/Product?Id=479,
"Mozart Requiem - 8. Communio, Lux aeterna",Wolfgang Amadeus Mozart,,,SATB,Latin,Körakademin,Körakademin,121,,,https://scorx.org/Product/Product?Id=480,
Music for a while,Henry Purcell,John Dryden,Gunnar Eriksson,SATB,English,Ejeby Förlag,Körakademin,1457,,,https://scorx.org/Product/Product?Id=2998,
Musik,Josef Hedar,Vilhelm Eklund,,SATB,Swedish,Gehrmans,Körakademin,2075,,,https://scorx.org/Product/Product?Id=4994,
My Father,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,2290,,,https://scorx.org/Product/Product?Id=5612,
My Promise,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,1738,,,https://scorx.org/Product/Product?Id=3444,
Må din väg gå dig till mötes,Trad irländsk bön,,Lars Hernqvist,SAB,English,Gehrmans,Körakademin,122,,,https://scorx.org/Product/Product?Id=481,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
Måne och Sol,Carl-Bertil Agnestig,Britt G Hallqvist,,SA,Swedish,Verbum,Körakademin,2074,,,https://scorx.org/Product/Product?Id=4992,
Mässa i Dalaton. 1 - Kyrie,Olle Lindberg,,,SATB,Svenska,Gehrmans,Körakademin,2406,,,https://scorx.org/Product/Product?Id=6026,
Mässa i Dalaton. 2 - Gloria,Olle Lindberg,,,SATB,Svenska,Gehrmans,Körakademin,2407,,,https://scorx.org/Product/Product?Id=6027,
Mässa i Dalaton. 3 - Helig,Olle Lindberg,,,SATB,Svenska,Gehrmans,Körakademin,2408,,,https://scorx.org/Product/Product?Id=6028,
Mässa i Dalaton. 4 - O Guds Lamm,Olle Lindberg,,,SATB,Svenska,Gehrmans,Körakademin,2409,,,https://scorx.org/Product/Product?Id=6029,
Mässa i presens - 1. Introitus: Kom kom kom,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1630,,,https://scorx.org/Product/Product?Id=3290,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 10. Amen: Vägarna vi vandrar,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1639,,,https://scorx.org/Product/Product?Id=3299,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 2. Kyrie: Hit till mitt inre rum,Johan Lindström,Tomas Boström,,SSATB,Swedish,Wessmans,Körakademin,1631,,,https://scorx.org/Product/Product?Id=3291,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 3. Gloria: Himlens alla änglar,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1632,,,https://scorx.org/Product/Product?Id=3292,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 4. Halleluja: Stenarna dom ropar,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1633,,,https://scorx.org/Product/Product?Id=3293,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 5. Credo: Himlen och jorden tror,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1634,,,https://scorx.org/Product/Product?Id=3294,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 6. Sanctus: Hela livet bär du,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1635,,,https://scorx.org/Product/Product?Id=3295,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 7. Pax: Fred,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1636,,,https://scorx.org/Product/Product?Id=3296,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Mässa i presens - 8. Agnus Dei: Du är lammet,Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1637,,,https://scorx.org/Product/Product?Id=3297,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
"Mässa i presens - 9. Benedicamus: Det doftar himmel, det smakar jord",Johan Lindström,Tomas Boström,,SATB,Swedish,Wessmans,Körakademin,1638,,,https://scorx.org/Product/Product?Id=3298,http://wessmans.com/ArticleDetail.aspx?art=SKSF1002
Nattskärran,Emil Sundberg,Karin Boye,,SATB,Swedish,Gehrmans,Körakademin,2032,,,https://scorx.org/Product/Product?Id=4126,
New Command,Joakim Arenius,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,2265,,,https://scorx.org/Product/Product?Id=5555,
No Hating Today,Joakim Arenius,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,2266,,,https://scorx.org/Product/Product?Id=5554,
Now,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,1740,,,https://scorx.org/Product/Product?Id=3446,
Now is the month of maying,Thomas Morley,E Beckman,,SATB,English,Gehrmans,Körakademin,626,,,https://scorx.org/Product/Product?Id=976,
Nu haver dagen ända,Johann Sebastian Bach,,,SATB,Swedish,Upphovsrättsfri,Copyright free,123,,,https://scorx.org/Product/Product?Id=482,
Nu skall jag söka Guds fred,Anders Nyberg,Anders Nyberg,,SATB,Swedish,Peace of Music,Körakademin,712,,,https://scorx.org/Product/Product?Id=1135,http://www.peaceofmusic.com/Cms.aspx/Show/136
Nu stiger sången,Franz Liszt,,,SA,Swedish,Gehrmans,Körakademin,125,,,https://scorx.org/Product/Product?Id=484,http://www.gehrmans.se/butik/kor/nu-stiger-sangen
Nu tändas tusen juleljus,Emmy Köhler,,Jan Hillerud,SATB,Swedish,Gehrmans,Körakademin,615,,JA,https://scorx.org/Product/Product?Id=963,
Nu vi ljusen tänt,Anna Cederberg-Orreteg,Maria Cederberg-Rydén,,SA,Swedish,Gehrmans,Körakademin,2110,,JA,https://scorx.org/Product/Product?Id=5146,
Nu vilar folk och länder,Johann Sebastian Bach,,,SATB,Swedish,Upphovsrättsfri,Copyright free,126,,,https://scorx.org/Product/Product?Id=485,
Nu vill jag vara som Gud har skapat mig,Anders Nyberg,Anders Nyberg,,SATB,Swedish,Peace of Music,Körakademin,714,,,https://scorx.org/Product/Product?Id=1137,http://www.peaceofmusic.com/Cms.aspx/Show/136
Nu är vi ett,Anders Nyberg,Anders Nyberg,,SATB,Swedish,Peace of Music,Körakademin,709,,,https://scorx.org/Product/Product?Id=1132,http://peaceofmusic.com/Cms.aspx/Show/106
Nunc Dimittis,Per Gunnar Peterson,Luk 2:29-32,,SAB,Svenska,Gehrmans,Körakademin,2517,,,https://scorx.org/Product/Product?Id=6254,
När det lider mot jul,Ruben Liljefors,Jeanna Otherdahl,,SATB,Swedish,Gehrmans,Körakademin,127,,JA,https://scorx.org/Product/Product?Id=486,http://www.gehrmans.se/butik/kor/nar-det-lider-mot-jul-4883
När han kommer vaknar vår glädje,Trad hebreisk folkmelodi,Jesaja 11:1-7,Gunnar Andréasson,SA,Swedish,Gehrmans,Körakademin,128,,JA,https://scorx.org/Product/Product?Id=487,http://www.gehrmans.se/butik/kor/nar-han-kommer-vaknar-var-gladje
När jag andas,Linda Sandström,Marianne Bokblad,,SAB,Swedish,Gehrmans,Körakademin,2123,,,https://scorx.org/Product/Product?Id=5221,
När juldagsmorgon glimmar,Tysk folkmelodi,A. Burkhardt,Carina Johansson,SATB,Svenska,Dynamic Vocal,Körakademin,2420,,JA,https://scorx.org/Product/Product?Id=6085,
När natten skänker frid,Karin Rehnqvist,Gunnar Björling,Karin Rehnqvist,SATB or more,Swedish,Reimers förlag,Körakademin,781,,,,
"O Gud, som allt med vishet styr",Melodi från Malung,Johan Olof Wallin,Nils Lindberg,SATB or more,Swedish,Gehrmans,Körakademin,130,,,https://scorx.org/Product/Product?Id=489,http://www.gehrmans.se/butik/kor/o-gud-som-allt-med-vishet-styr
O Holy Night,Adolphe Adam,Placide Cappeau,Kristian Kraftling,SATB,English,Gehrmans,Körakademin,1366,,JA,https://scorx.org/Product/Product?Id=2835,
O Holy Night,Adam Adolphe,"Placide Cappeau, John Dwight Sulivan","Joakim Arenius, Kristan Krafling",SATB,English,Gehrmans,Körakademin,1366,,,https://scorx.org/Product/Product?Id=2835,
O Klang och Jubeltid,Benny Andersson,Björn Ulvaeus,Göran Arnberg,SATB,Swedish,Gehrmans,Körakademin,1802,,,https://scorx.org/Product/Product?Id=3773,http://www.gehrmans.se/butik/kor/o-klang-och-jubeltid-mm-008
O Maria Rubens Rosa,Ola Gjeilo,,,SATB or more,Latin,Gehrmans,Körakademin,93,,JA,https://scorx.org/Product/Product?Id=465,http://www.gehrmans.se/butik/kor/himlen-har-du-fyllt-med-sang-maria
O store Gud,Trad.,Carl Boberg,Pär Olofsson,SATB,Swedish,Gehrmans,Körakademin,823,,,https://scorx.org/Product/Product?Id=2272,
Och jungfrun hon går i ringen,Hugo Alfvén,,,SATB,Swedish,Gehrmans,Körakademin,608,,,https://scorx.org/Product/Product?Id=956,
Och natten mot morgonen vänder,Alexander Öberg,"Elisabeth Aulén, Signe Hallström",,SATB,Svenska,Gehrmans,Körakademin,2478,,JA,https://scorx.org/Product/Product?Id=6179,
Oculi omnium,Charles Wood,Psaltaren 145,,SATB,Latin,Gehrmans,Körakademin,131,,,https://scorx.org/Product/Product?Id=490,http://www.gehrmans.se/butik/kor/oculi-omnium
Oh Happy Day,Edwin Hawkins,,Trad,SAT,Engelska,Bubblejam Music Productions,Bubblejam Music Productions,2065,,,https://scorx.org/Product/Product?Id=4974,
"Oh, vilken härlig da'",Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2202,,,https://scorx.org/Product/Product?Id=5462,
Om kärlek,Georg Riedel,Ulf Stark,,SATB,Svenska,Ej Specificerad,Körakademin,2076,,,https://scorx.org/Product/Product?Id=4995,
On The Cross,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Körakademin,1723,,,https://scorx.org/Product/Product?Id=3429,
One More Time,James E Moore Jr.,,Joakim Arenius,SAT,Engelska,Bubblejam Music Productions,Bubblejam Music Productions,2066,,,https://scorx.org/Product/Product?Id=4975,
Orddroppar : Tre ting,Maria Löfberg,Bibeln,Maria Löfberg,SATB,Swedish,Wessmans,Körakademin,787,,,https://scorx.org/Product/Product?Id=3270,
Orddroppar: Framför allt,Maria Löfberg,Bibeln,Maria Löfberg,SATB,Swedish,Wessmans,Körakademin,784,,,https://scorx.org/Product/Product?Id=3267,
Orddroppar: Lik en fågel,Maria Löfberg,Bibeln,Maria Löfberg,SATB,Swedish,Wessmans,Körakademin,786,,,https://scorx.org/Product/Product?Id=3269,
Orddroppar: Planer,Maria Löfberg,Bibeln,Maria Löfberg,SATB,Swedish,Wessmans,Körakademin,785,,,https://scorx.org/Product/Product?Id=3268,
Pase el agoa,ur Cancionero Musical de Palacio (ca 1500),,,SATB,Spanish,Upphovsrättsfri,Copyright free,132,,,https://scorx.org/Product/Product?Id=491,
Pastores loquebantur,Franz Xaver Brixi,Luk 2:15b,,SATB,Latin,Not Specified,Körakademin,2504,,JA,https://scorx.org/Product/Product?Id=6236,
Peace,Martin Åsander,,,SATB,English,Ejeby Förlag,Körakademin,1814,,,https://scorx.org/Product/Product?Id=3598,http://ejeby.se/produkt/peace/
Per Spelman,Norsk folkvisa,,Jonas Nyström,SAB,Swedish,Upphovsrättsfri,Copyright free,133,,,https://scorx.org/Product/Product?Id=492,
Pie Jesu,Andrew Lloyd Webber,,,SA,Latin,The Really Useful Group,Körakademin,2077,,,https://scorx.org/Product/Product?Id=4996,
Pingst,Oskar Lindberg,Oscar Levertin,,SATB,Swedish,Gehrmans,Körakademin,1019,,,https://scorx.org/Product/Product?Id=2468,
"Portar, öppna er vida",Staffan Lundberg,"Matt 21, Psalt 24",,SATB,Swedish,Gehrmans,Körakademin,134,,JA,https://scorx.org/Product/Product?Id=493,http://www.gehrmans.se/butik/kor/portar-oppna-er-vida
Procession,Benjamin Britten,,,SSA,Latin,Boosey and Hawkes Inc,Körakademin,2071,,JA,https://scorx.org/Product/Product?Id=4989,
Psalm 23,Franz Schubert,,,SSAA,Swedish,Körakademin,Körakademin,135,,,https://scorx.org/Product/Product?Id=494,
Psalm 34 (Bless The Lord),Chrisopher Mazen,,Joakim Arenius,SAT,Engelska,Bubblejam Music Productions,Bubblejam Music Productions,2067,,,https://scorx.org/Product/Product?Id=4976,
Psalmus CXX (Ad Dominum),Otto Olsson,Bibeln,,SATB,Latin,Gehrmans,Körakademin,1328,,,https://scorx.org/Product/Product?Id=2797,
Psaltaren 121 - 1. Frågan,Nyström Jonas,Psaltaren 121,,SATB,Swedish,Gehrmans,Körakademin,136,,,https://scorx.org/Product/Product?Id=495,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 121 - 2. Gemensam sång 1,Nyström Jonas,Nyström Jonas,,SATB,Swedish,Gehrmans,Körakademin,137,,,https://scorx.org/Product/Product?Id=496,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 121 - 3. Hjälpen kommer från Herren,Nyström Jonas,Psaltaren 121,,SATB,Swedish,Gehrmans,Körakademin,138,,,https://scorx.org/Product/Product?Id=497,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 121 - 4. Min hemlighet,Nyström Jonas,Nyström Jonas,,SATB,Swedish,Gehrmans,Körakademin,139,,,https://scorx.org/Product/Product?Id=498,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 121 - 6. Ett frö som gror,Nyström Jonas,Nyström Jonas,,SATB,Swedish,Gehrmans,Körakademin,140,,,https://scorx.org/Product/Product?Id=499,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 121 - 7. Nu och för evigt,Nyström Jonas,Nyström Jonas,,SATB,Swedish,Gehrmans,Körakademin,141,,,https://scorx.org/Product/Product?Id=500,http://www.gehrmans.se/butik/kor/psaltaren-121-11893
Psaltaren 148,Curt Lindström,Bibeln,Curt Lindström,SATB,Swedish,Wessmans,Körakademin,777,,,https://scorx.org/Product/Product?Id=3263,
Psaltarpsalm 126: När Herren vände Sions öde,Sonny Jansson,Psaltaren 126,,SA,Swedish,Gehrmans,Körakademin,2113,,,https://scorx.org/Product/Product?Id=5143,
"Psaltarpsalm 139: Herre, du rannsakar mig",Sonny Jansson,Psaltaren 139,,SATB,Swedish,Gehrmans,Körakademin,2114,,,https://scorx.org/Product/Product?Id=5142,
Psaltarpsalm 145,Sonny Jansson,Psaltaren,,SATB,Swedish,Gehrmans,Körakademin,2287,,,https://scorx.org/Product/Product?Id=5596,
"Psaltarpsalm 25: Herre, lär mig dina vägar",Sonny Jansson,Psaltaren 25,,SATB,Swedish,Gehrmans,Körakademin,2112,,,https://scorx.org/Product/Product?Id=5144,
Psaltarpsalm 33,Sonny Jansson,Psaltaren,,SATB,Swedish,Gehrmans,Körakademin,2286,,,https://scorx.org/Product/Product?Id=5595,
Psaltartriptyk 1,Jakob Jonsson,Psaltaren,,SAB,Svenska,Wessman,Körakademin,2518,,,https://scorx.org/Product/Product?Id=6255,
Psaltartriptyk 2,Jakob Jonsson,Psaltaren,,SAB,Svenska,Wessman,Körakademin,2519,,,https://scorx.org/Product/Product?Id=6256,
Psaltartriptyk 3,Jakob Jonsson,Psaltaren,,SAB,Svenska,Wessman,Körakademin,2520,,,https://scorx.org/Product/Product?Id=6257,
På Gud vi tror,Jonas Nyström,Åsa Hagberg,,SATB,Swedish,Gehrmans,Körakademin,1977,,,https://scorx.org/Product/Product?Id=3904,
Quand mon mari,Orlando Lasso di,,,SATB,French,Upphovsrättsfri,Copyright free,142,,,https://scorx.org/Product/Product?Id=501,
Ride On King Jesus,Trad,,Joakim Arenius,SAT,Engelska,Bubblejam Music Productions,Bubblejam Music Productions,2068,,,https://scorx.org/Product/Product?Id=4977,
Rosens sång,Stefan Forssén,Eva-Stina Byggmästar,,SAB,Swedish,Ejeby Förlag,Körakademin,1798,,,https://scorx.org/Product/Product?Id=3570,
Rör vid min själ,Graham Lovland,Åsa Jinder,Karl-Fredrik Jehrlander,SSAA,"English, Svenska",Gehrmans,Körakademin,2421,,,https://scorx.org/Product/Product?Id=6086,
Sakta nalkas gryning,Anna Cederberg-Orreteg,Elisabeth Asker,,SSA,Swedish,Gehrmans,Körakademin,1197,,JA,https://scorx.org/Product/Product?Id=2666,
Saliga de som hör guds ord,Håkan Alinder,Bibeln,,SATB,Swedish,Gehrmans,Körakademin,573,,,https://scorx.org/Product/Product?Id=921,
Salve regina,Domenico Scarlatti,,Mats E J Åberg,SA,Latin,Gehrmans,Körakademin,143,,,https://scorx.org/Product/Product?Id=502,http://www.gehrmans.se/butik/kor/salve-regina
Sanctus,Jan Sandström,,,SATB,Latin,Gehrmans,Körakademin,2023,,,https://scorx.org/Product/Product?Id=4081,
Sanctus (Helig),Franz Schubert,,,SATB,Swedish,Upphovsrättsfri,Copyright free,144,,,https://scorx.org/Product/Product?Id=503,
Sankt Staffans visa,Mårten Jansson,Trad.,,SSA,Swedish,Notfabriken/NotPoolen,Körakademin,1159,,JA,https://scorx.org/Product/Product?Id=2613,
Sankta Lucia,Trad.,Sigrid Elmblad,Carl-Bertil Agnestig,SSA,Swedish,Gehrmans,Körakademin,961,,JA,https://scorx.org/Product/Product?Id=2410,
Sanningens röst,Torebjörn Widfeldt,Margareta Melin,,SAB,Swedish,Gehrmans,Körakademin,2015,,,https://scorx.org/Product/Product?Id=4029,
Satellit,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2208,,,https://scorx.org/Product/Product?Id=5468,
Scarborough fair,Trad.,,Karl-Fredrik Jehrlander,Two-parts,English,Notfabriken/NotPoolen,Körakademin,1646,,,https://scorx.org/Product/Product?Id=3340,
Se människan,Torebjörn Widfeldt,Margareta Melin,,SAB,Swedish,Gehrmans,Körakademin,2016,,,https://scorx.org/Product/Product?Id=4028,
Se vår jord,Trad.,Finn Svantesson,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,570,,,https://scorx.org/Product/Product?Id=918,
Sealed with a Kiss,"Gary Geld, Peter Udell","Gary Geld, Peter Udell",Anna Cederberg-Orreteg,SATB,English,Gehrmans,Körakademin,2041,,,https://scorx.org/Product/Product?Id=4135,
See Amid the winter's snow,John Goss,Edward Caswall,,SATB,English,Upphovsrättsfri,Copyright free,145,,JA,https://scorx.org/Product/Product?Id=504,
Seeds of Peace,Anders Nyberg,Anders Nyberg,Anders Nyberg,SATB or more,English,Peace of Music,Körakademin,754,,,https://scorx.org/Product/Product?Id=1202,http://peaceofmusic.com/Cms.aspx/Show/7
Shaking The Dust,Joakim Arenius,Joakim Arenius,,SAATB,English,Bubblejam Music Productions,Bubblejam Music Productions,2267,,,https://scorx.org/Product/Product?Id=3467,
Shall I Compare Thee,Nils Lindberg,William Shakespeare,,SATB,English,Gehrmans,Körakademin,630,,,https://scorx.org/Product/Product?Id=980,
Simeons lovsång,Steve Dobrogosz,Luk 2:29-32,,SAB,Swedish,Gehrmans,Körakademin,146,,,https://scorx.org/Product/Product?Id=505,http://www.gehrmans.se/butik/kor/simeons-lovsang
Sitt ljus nu solen döljer,Michael Praetorius,,,SATB,German,Upphovsrättsfri,Copyright free,147,,,https://scorx.org/Product/Product?Id=506,
Sjung om Guds härlighet,Domenico Brunetti,,Lars Hallgren,SAB,Latin,Gehrmans,Körakademin,148,,,https://scorx.org/Product/Product?Id=507,http://www.gehrmans.se/butik/kor/sjung-om-guds-harlighet
Slut dina ögon,Linda Sandström,Linda Sandström,Hans-Erik Holgersson,SATB,Svenska,Gehrmans,Körakademin,2410,,,https://scorx.org/Product/Product?Id=6030,
Slutsång,Ludwig van Beethoven,Göran M Hägg,Göran M Hägg,SATB,Swedish,Wessmans,Körakademin,2127,,,https://scorx.org/Product/Product?Id=5261,
Slåttervisa,Staffan Lindberg,Trad.,,SATB,Swedish,Gehrmans,Körakademin,1090,,,https://scorx.org/Product/Product?Id=2539,
Snabbt jagar stormen våra år,Sven-Eric Johanson,Erik Axel Karlfeldt,,SATB,Swedish,Eriks Förlag,Körakademin,2046,,,https://scorx.org/Product/Product?Id=4934,
"Sol, vind och vatten",Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2215,,,https://scorx.org/Product/Product?Id=5475,
Solen glimmar,Carl Michael Bellman,,Karl-Fredrik Jehrlander,Two-parts,Swedish,Notfabriken/NotPoolen,Körakademin,1647,,,https://scorx.org/Product/Product?Id=3341,
"Solen, månen och stjärnorna de små",Trad.,Lars Hernqvist,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,569,,,https://scorx.org/Product/Product?Id=917,
Solvisa,Alice Tegnér,Alice Tegnér,,SSA,,Ej Specificerad,Körakademin,2079,,,https://scorx.org/Product/Product?Id=4998,
Som en fågel,Jonas Nyström,Bibeln,Jonas Nyström,SATB,Swedish,Wessmans,Körakademin,779,,,https://scorx.org/Product/Product?Id=3265,
Som en ström,Sven-David Sandström,Christina Lövestam,,SATB,Swedish,Gehrmans,Körakademin,703,,,https://scorx.org/Product/Product?Id=1051,
Som ett blommande mandelträd,Hildor Lundvik,Pär Lagerkvist,,SATB,Swedish,Gehrmans,Körakademin,620,,,https://scorx.org/Product/Product?Id=968,
Som liljan på sin äng,Sv ps 587:3,Lars Hernqvist,,SAB,Swedish,Gehrmans,Körakademin,149,,,https://scorx.org/Product/Product?Id=508,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-2
Som morgonen en sommardag,Felix Mendelssohn-Bartholdy,,,SATB,Swedish,Gehrmans,Körakademin,150,,,https://scorx.org/Product/Product?Id=509,http://www.gehrmans.se/butik/kor/som-morgonen-en-sommardag
Som stjärnorna på himmelen,Wilhelm Peterson-Berger,,,SATB,Swedish,Abraham Lundquist Förlag,Körakademin,2047,,,https://scorx.org/Product/Product?Id=4935,
Som sådden förnimmer Guds välbehag,Sven-Eric Johanson,Bengt E Nyström,,SATB,Swedish,Gehrmans,Körakademin,704,,,https://scorx.org/Product/Product?Id=1052,
Sommarafton,Anton Leanderson-Andréas,August Strindberg,,SATB,Svenska,Gehrmans,Körakademin,2411,,,https://scorx.org/Product/Product?Id=6031,
Sommarlängtan,Ted Gärdestad,Kenneth Gärdestad,Nils Wallnäs,SATB,Swedish,Körakademin,Körakademin,2217,,,https://scorx.org/Product/Product?Id=5477,
Sommarmarsch,Trad.,Trad.,Karl-Fredrik Jehrlander,SAB,Swedish,Notfabriken/NotPoolen,Körakademin,1155,,,https://scorx.org/Product/Product?Id=2609,
Sommarpsalm,Waldemar Åhlén,D C af Wirsén,,SATB,Swedish,Gehrmans,Körakademin,151,,,https://scorx.org/Product/Product?Id=510,http://www.gehrmans.se/butik/kor/sommarpsalm-n01026
Sommarpsalm,Waldemar Åhlén,,,SSA,Svenska,Gehrmans,Körakademin,2340,,,https://scorx.org/Product/Product?Id=5913,
Sommartrall,Trad.,Trad.,Karl-Fredrik Jehrlander,SAB,Swedish,Notfabriken/NotPoolen,Körakademin,1156,,,https://scorx.org/Product/Product?Id=2610,
Sonet 147 – My Love is as a Fever,Håkan Parkman,William Shakespeare,,SATB,Svenska,Gehrmans,Körakademin,1032,,,https://scorx.org/Product/Product?Id=2481,
Sonet 76 – Why is my Verse so Barren of New Pride,Håkan Parkman,William Shakespeare,,SATB,Svenska,Gehrmans,Körakademin,1030,,,https://scorx.org/Product/Product?Id=2479,
Staffansvisan,Trad.,Trad.,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,587,,JA,https://scorx.org/Product/Product?Id=935,
Stemning,Wilhelm Peterson-Berger,Jens Peter Jacobsen,,SATB,Danish,Gehrmans,Körakademin,1704,,,https://scorx.org/Product/Product?Id=3410,http://www.gehrmans.se/butik/kor/stemning-12915
Stilla natt,Franz Gruber,,David Wikander,SATB,Swedish,Gehrmans,Körakademin,953,,JA,https://scorx.org/Product/Product?Id=2402,http://www.gehrmans.se/butik/kor/stilla-natt-n00946
